pair,MEM1,MEM2,infection1,infection2,dataset1,dataset2,Jaccard
"('INIT_model_I_293T_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,infected,healthy,293T,A549,0.48304711580801407
"('INIT_model_I_293T_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,infected,healthy,293T,Calu-3,0.503379165695642
"('INIT_model_I_293T_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,infected,healthy,293T,Lung,0.4625158831003812
"('INIT_model_I_293T_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,infected,healthy,293T,HBE,0.5053268765133172
"('INIT_model_I_293T_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,infected,infected,293T,293T,0.9221385001794044
"('INIT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,infected,infected,293T,A549,0.5099124020285846
"('INIT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,infected,infected,293T,Calu-3,0.5065679484117507
"('INIT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,infected,infected,293T,Lung,0.39573856835049076
"('INIT_model_I_293T_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,infected,infected,293T,HBE,0.533756345177665
"('Gimme_model_H_293T_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,healthy,A549,293T,0.26611130394538934
"('Gimme_model_H_A549_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,healthy,A549,A549,0.29845827939272684
"('Gimme_model_H_CALU_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,healthy,A549,Calu-3,0.2880485527544351
"('Gimme_model_H_Lung_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,healthy,A549,Lung,0.2563634288323251
"('Gimme_model_H_NHBE_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,healthy,A549,HBE,0.27497973833507006
"('Gimme_model_I_293T_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,infected,A549,293T,0.2576057815596223
"('Gimme_model_I_A549_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,infected,A549,A549,0.29297849590115244
"('Gimme_model_I_CALU_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,infected,A549,Calu-3,0.26957936323495235
"('Gimme_model_I_Lung_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,infected,A549,Lung,0.2422857142857143
"('Gimme_model_I_NHBE_alt', 'INIT_model_I_A549_alt')",INIT,GIMME,infected,infected,A549,HBE,0.26963931364538346
"('IMAT_model_H_293T_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,healthy,A549,293T,0.3577044025157233
"('IMAT_model_H_A549_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,healthy,A549,A549,0.4024615384615385
"('IMAT_model_H_CALU_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,healthy,A549,Calu-3,0.4017966516945692
"('IMAT_model_H_Lung_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,healthy,A549,Lung,0.31412603584505683
"('IMAT_model_H_NHBE_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,healthy,A549,HBE,0.3504746835443038
"('INIT_model_I_A549_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,infected,infected,A549,293T,0.33867775138558986
"('INIT_model_I_A549_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,infected,infected,A549,A549,0.403830313014827
"('INIT_model_I_A549_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,infected,infected,A549,Calu-3,0.339171974522293
"('INIT_model_I_A549_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,infected,infected,A549,Lung,0.3202247191011236
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_A549_alt')",INIT,iMAT,infected,infected,A549,HBE,0.3471337579617834
"('INIT_model_H_293T_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,healthy,A549,293T,0.600470035252644
"('INIT_model_H_A549_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,healthy,A549,A549,0.9479857215706272
"('INIT_model_H_CALU_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,healthy,A549,Calu-3,0.7229336437718277
"('INIT_model_H_Lung_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,healthy,A549,Lung,0.5259483360484059
"('INIT_model_H_NHBE', 'INIT_model_I_A549_alt')",INIT,INIT,infected,healthy,A549,HBE,0.644091546006539
"('INIT_model_I_293T_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,infected,A549,293T,0.5209026128266033
"('INIT_model_I_A549_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,infected,A549,Calu-3,0.7075669383003492
"('INIT_model_I_A549_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,A549,Lung,0.5599083619702176
"('INIT_model_I_A549_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,A549,HBE,0.6458771315113291
"('INIT_model_I_A549_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,infected,healthy,A549,293T,0.578
"('INIT_model_I_A549_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,infected,healthy,A549,A549,0.8636150234741784
"('INIT_model_I_A549_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,infected,healthy,A549,Calu-3,0.6982471710672288
"('INIT_model_I_A549_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,infected,healthy,A549,Lung,0.528223149571711
"('INIT_model_I_A549_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,infected,healthy,A549,HBE,0.6286215978928885
"('INIT_model_I_A549_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,infected,infected,A549,293T,0.5118690942613505
"('INIT_model_I_A549_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,infected,infected,A549,A549,0.945057701956849
"('INIT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,infected,infected,A549,Calu-3,0.6997058157954288
"('INIT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,infected,infected,A549,Lung,0.5576965669988926
"('INIT_model_I_A549_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,infected,infected,A549,HBE,0.6404799637763188
"('Gimme_model_H_293T_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,healthy,Calu-3,293T,0.23836602065684112
"('Gimme_model_H_A549_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,healthy,Calu-3,A549,0.25551277563878194
"('Gimme_model_H_CALU_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,healthy,Calu-3,Calu-3,0.2684421399952864
"('Gimme_model_H_Lung_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,healthy,Calu-3,Lung,0.23975054856218964
"('Gimme_model_H_NHBE_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,healthy,Calu-3,HBE,0.25481948825797407
"('Gimme_model_I_293T_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,infected,Calu-3,293T,0.23236465901101477
"('Gimme_model_I_A549_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,infected,Calu-3,A549,0.24952896844088554
"('Gimme_model_I_CALU_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,infected,Calu-3,Calu-3,0.2672772689425479
"('Gimme_model_I_Lung_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,infected,Calu-3,Lung,0.21606425702811244
"('Gimme_model_I_NHBE_alt', 'INIT_model_I_CALU_alt')",INIT,GIMME,infected,infected,Calu-3,HBE,0.24970539712467593
"('IMAT_model_H_293T_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,healthy,Calu-3,293T,0.35235378031383735
"('IMAT_model_H_A549_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,healthy,Calu-3,A549,0.35221421215242016
"('IMAT_model_H_CALU_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,healthy,Calu-3,Calu-3,0.3961465170442515
"('IMAT_model_H_Lung_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,healthy,Calu-3,Lung,0.3136035313001605
"('IMAT_model_H_NHBE_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,healthy,Calu-3,HBE,0.34897119341563787
"('INIT_model_I_CALU_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,infected,infected,Calu-3,293T,0.32903357903357905
"('INIT_model_I_CALU_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,infected,infected,Calu-3,A549,0.35507246376811596
"('INIT_model_I_CALU_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,infected,infected,Calu-3,Calu-3,0.3565875183862156
"('INIT_model_I_CALU_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,infected,infected,Calu-3,Lung,0.31356589147286823
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_CALU_alt')",INIT,iMAT,infected,infected,Calu-3,HBE,0.3468795355587808
"('INIT_model_H_293T_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,healthy,Calu-3,293T,0.5930799220272904
"('INIT_model_H_A549_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,healthy,Calu-3,A549,0.7134883720930233
"('INIT_model_H_CALU_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,healthy,Calu-3,Calu-3,0.8142020870450496
"('INIT_model_H_Lung_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,healthy,Calu-3,Lung,0.5495562130177515
"('INIT_model_H_NHBE', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,healthy,Calu-3,HBE,0.6584170546434698
"('INIT_model_I_293T_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,infected,Calu-3,293T,0.505648330058939
"('INIT_model_I_A549_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,infected,Calu-3,A549,0.7075669383003492
"('INIT_model_I_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,Calu-3,Lung,0.506221198156682
"('INIT_model_I_CALU_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,Calu-3,HBE,0.6788104089219331
"('INIT_model_I_CALU_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,infected,healthy,Calu-3,293T,0.5735023041474654
"('INIT_model_I_CALU_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,infected,healthy,Calu-3,A549,0.678415061295972
"('INIT_model_I_CALU_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,infected,healthy,Calu-3,Calu-3,0.7775102335660968
"('INIT_model_I_CALU_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,infected,healthy,Calu-3,Lung,0.5426857406552839
"('INIT_model_I_CALU_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,infected,healthy,Calu-3,HBE,0.6390736069708782
"('INIT_model_I_CALU_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,infected,infected,Calu-3,293T,0.5
"('INIT_model_I_CALU_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,infected,infected,Calu-3,A549,0.6902394938996836
"('INIT_model_I_CALU_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,infected,infected,Calu-3,Calu-3,0.9319455564451561
"('INIT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,infected,infected,Calu-3,Lung,0.5078055307760928
"('INIT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,infected,infected,Calu-3,HBE,0.6684210526315789
"('Gimme_model_H_293T_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,healthy,Lung,293T,0.23746798390047566
"('Gimme_model_H_A549_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,healthy,Lung,A549,0.22660275614140205
"('Gimme_model_H_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,healthy,Lung,Calu-3,0.21588884930530816
"('Gimme_model_H_Lung_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,healthy,Lung,Lung,0.2620519159456119
"('Gimme_model_H_NHBE_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,healthy,Lung,HBE,0.24466918484220787
"('Gimme_model_I_293T_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,infected,Lung,293T,0.22405978194291315
"('Gimme_model_I_A549_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,infected,Lung,A549,0.22343522561863174
"('Gimme_model_I_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,infected,Lung,Calu-3,0.22139153502954298
"('Gimme_model_I_Lung_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,infected,Lung,Lung,0.2924044136515268
"('Gimme_model_I_NHBE_alt', 'INIT_model_I_Lung_alt')",INIT,GIMME,infected,infected,Lung,HBE,0.24092084205342854
"('IMAT_model_H_293T_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,healthy,Lung,293T,0.34544253632760896
"('IMAT_model_H_A549_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,healthy,Lung,A549,0.2989247311827957
"('IMAT_model_H_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,healthy,Lung,Calu-3,0.28173178458289333
"('IMAT_model_H_Lung_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,healthy,Lung,Lung,0.3514362657091562
"('IMAT_model_H_NHBE_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,healthy,Lung,HBE,0.3275368699097513
"('INIT_model_I_Lung_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,infected,infected,Lung,293T,0.2794338408749732
"('INIT_model_I_Lung_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,infected,infected,Lung,A549,0.2993740556874595
"('INIT_model_I_Lung_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,infected,infected,Lung,Calu-3,0.2722007722007722
"('INIT_model_I_Lung_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,infected,infected,Lung,Lung,0.4709480122324159
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_Lung_alt')",INIT,iMAT,infected,infected,Lung,HBE,0.3233599290780142
"('INIT_model_H_293T_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,healthy,Lung,293T,0.3938340287436254
"('INIT_model_H_A549_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,healthy,Lung,A549,0.5651875571820677
"('INIT_model_H_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,healthy,Lung,Calu-3,0.49660018132366274
"('INIT_model_H_Lung_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,healthy,Lung,Lung,0.5763546798029556
"('INIT_model_H_NHBE', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,healthy,Lung,HBE,0.5193477731808226
"('INIT_model_I_293T_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,Lung,293T,0.39244908097367115
"('INIT_model_I_A549_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,Lung,A549,0.5599083619702176
"('INIT_model_I_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,Lung,Calu-3,0.506221198156682
"('INIT_model_I_Lung_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,Lung,HBE,0.5108800773694391
"('INIT_model_I_Lung_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,infected,healthy,Lung,293T,0.3873239436619718
"('INIT_model_I_Lung_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,infected,healthy,Lung,A549,0.5455529106254058
"('INIT_model_I_Lung_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,infected,healthy,Lung,Calu-3,0.48163353500432154
"('INIT_model_I_Lung_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,infected,healthy,Lung,Lung,0.5375592712752683
"('INIT_model_I_Lung_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,infected,healthy,Lung,HBE,0.48764600179694517
"('INIT_model_I_Lung_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,infected,infected,Lung,293T,0.3826775431861804
"('INIT_model_I_Lung_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,infected,infected,Lung,A549,0.5485307212822796
"('INIT_model_I_Lung_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,infected,infected,Lung,Calu-3,0.5006705409029951
"('INIT_model_I_Lung_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,infected,infected,Lung,Lung,0.908784817875727
"('INIT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,infected,infected,Lung,HBE,0.4914431082331175
"('Gimme_model_H_293T_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,healthy,HBE,293T,0.24168859124611336
"('Gimme_model_H_A549_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,healthy,HBE,A549,0.25590598393092695
"('Gimme_model_H_CALU_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,healthy,HBE,Calu-3,0.2564164068121852
"('Gimme_model_H_Lung_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,healthy,HBE,Lung,0.23926453143534995
"('Gimme_model_H_NHBE_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,healthy,HBE,HBE,0.27153284671532846
"('Gimme_model_I_293T_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,infected,HBE,293T,0.24063068526379625
"('Gimme_model_I_A549_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,infected,HBE,A549,0.2541610982869639
"('Gimme_model_I_CALU_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,infected,HBE,Calu-3,0.24396975879035163
"('Gimme_model_I_Lung_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,infected,HBE,Lung,0.21265584568336862
"('Gimme_model_I_NHBE_alt', 'INIT_model_I_NHBE')",INIT,GIMME,infected,infected,HBE,HBE,0.2719763284428554
"('IMAT_model_H_293T_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,healthy,HBE,293T,0.34777070063694265
"('IMAT_model_H_A549_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,healthy,HBE,A549,0.3777436347673398
"('IMAT_model_H_CALU_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,healthy,HBE,Calu-3,0.39884649511978704
"('IMAT_model_H_Lung_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,healthy,HBE,Lung,0.3373931623931624
"('IMAT_model_H_NHBE_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,healthy,HBE,HBE,0.4063271258694189
"('INIT_model_I_NHBE', 'iMAT_model_I_293T_alt')",INIT,iMAT,infected,infected,HBE,293T,0.35525453353725145
"('INIT_model_I_NHBE', 'iMAT_model_I_A549_alt')",INIT,iMAT,infected,infected,HBE,A549,0.37607213547393886
"('INIT_model_I_NHBE', 'iMAT_model_I_CALU_alt')",INIT,iMAT,infected,infected,HBE,Calu-3,0.3391228831958315
"('INIT_model_I_NHBE', 'iMAT_model_I_Lung_alt')",INIT,iMAT,infected,infected,HBE,Lung,0.30873159911272435
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_NHBE')",INIT,iMAT,infected,infected,HBE,HBE,0.40357223603888764
"('INIT_model_H_293T_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,healthy,HBE,293T,0.593574706782254
"('INIT_model_H_A549_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,healthy,HBE,A549,0.6507344369316858
"('INIT_model_H_CALU_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,healthy,HBE,Calu-3,0.6888888888888889
"('INIT_model_H_Lung_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,healthy,HBE,Lung,0.5424382716049383
"('INIT_model_H_NHBE', 'INIT_model_I_NHBE')",INIT,INIT,infected,healthy,HBE,HBE,0.8991793669402111
"('INIT_model_I_293T_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,HBE,293T,0.5445413692836373
"('INIT_model_I_A549_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,HBE,A549,0.6458771315113291
"('INIT_model_I_CALU_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,HBE,Calu-3,0.6788104089219331
"('INIT_model_I_Lung_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,HBE,Lung,0.5108800773694391
"('INIT_model_I_NHBE', 'tINIT_model_H_293T_alt')",INIT,tINIT,infected,healthy,HBE,293T,0.5596089651883643
"('INIT_model_I_NHBE', 'tINIT_model_H_A549_alt')",INIT,tINIT,infected,healthy,HBE,A549,0.6136015744587798
"('INIT_model_I_NHBE', 'tINIT_model_H_CALU_alt')",INIT,tINIT,infected,healthy,HBE,Calu-3,0.6536130536130537
"('INIT_model_I_NHBE', 'tINIT_model_H_Lung_alt')",INIT,tINIT,infected,healthy,HBE,Lung,0.521883920076118
"('INIT_model_I_NHBE', 'tINIT_model_H_NHBE')",INIT,tINIT,infected,healthy,HBE,HBE,0.8062137967351237
"('INIT_model_I_NHBE', 'tINIT_model_I_293T_alt')",INIT,tINIT,infected,infected,HBE,293T,0.5232292460015232
"('INIT_model_I_NHBE', 'tINIT_model_I_A549_alt')",INIT,tINIT,infected,infected,HBE,A549,0.6277438334464811
"('INIT_model_I_NHBE', 'tINIT_model_I_CALU_alt')",INIT,tINIT,infected,infected,HBE,Calu-3,0.6637146960268071
"('INIT_model_I_NHBE', 'tINIT_model_I_Lung_alt')",INIT,tINIT,infected,infected,HBE,Lung,0.4928505535055351
"('INIT_model_I_NHBE', 'tINIT_model_I_NHBE')",INIT,tINIT,infected,infected,HBE,HBE,0.9163083978217255
"('Gimme_model_H_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,healthy,293T,293T,0.26306873184898355
"('Gimme_model_H_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,healthy,293T,A549,0.24253511153074472
"('Gimme_model_H_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,healthy,293T,Calu-3,0.25041557824744715
"('Gimme_model_H_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,healthy,293T,Lung,0.21200230813618004
"('Gimme_model_H_NHBE_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,healthy,293T,HBE,0.2368452030606239
"('Gimme_model_I_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,infected,293T,293T,0.25598436736687835
"('Gimme_model_I_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,infected,293T,A549,0.2329808720446715
"('Gimme_model_I_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,infected,293T,Calu-3,0.22240469208211144
"('Gimme_model_I_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,infected,293T,Lung,0.1866056096164854
"('Gimme_model_I_NHBE_alt', 'tINIT_model_H_293T_alt')",tINIT,GIMME,healthy,infected,293T,HBE,0.22716516800757217
"('IMAT_model_H_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,healthy,293T,293T,0.4330796777081468
"('IMAT_model_H_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,healthy,293T,A549,0.3711563447379818
"('IMAT_model_H_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,healthy,293T,Calu-3,0.3992520897492301
"('IMAT_model_H_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,healthy,293T,Lung,0.3048150444306675
"('IMAT_model_H_NHBE_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,healthy,293T,HBE,0.3559939952820073
"('iMAT_model_I_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,infected,293T,293T,0.4875207986688852
"('iMAT_model_I_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,infected,293T,A549,0.3736670293797606
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,infected,293T,Calu-3,0.3322628987368872
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,infected,293T,Lung,0.2815743097709027
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_293T_alt')",tINIT,iMAT,healthy,infected,293T,HBE,0.34717143471714346
"('INIT_model_H_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,healthy,293T,293T,0.8865948533812088
"('INIT_model_H_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,healthy,293T,A549,0.5640070144673389
"('INIT_model_H_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,healthy,293T,Calu-3,0.5909090909090909
"('INIT_model_H_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,healthy,293T,Lung,0.4250058865081234
"('INIT_model_H_NHBE', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,healthy,293T,HBE,0.5515194681861348
"('INIT_model_I_293T_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,infected,293T,293T,0.7413640389725421
"('INIT_model_I_A549_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,infected,293T,A549,0.578
"('INIT_model_I_CALU_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,infected,293T,Calu-3,0.5735023041474654
"('INIT_model_I_Lung_alt', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,infected,293T,Lung,0.3873239436619718
"('INIT_model_I_NHBE', 'tINIT_model_H_293T_alt')",tINIT,INIT,healthy,infected,293T,HBE,0.5596089651883643
"('tINIT_model_H_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,tINIT,healthy,healthy,293T,A549,0.6108342361863489
"('tINIT_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,tINIT,healthy,healthy,293T,Calu-3,0.6393029121761064
"('tINIT_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,293T,Lung,0.5003487561032318
"('tINIT_model_H_293T_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,293T,HBE,0.6130160951714486
"('tINIT_model_H_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,healthy,infected,293T,293T,0.7882457176609569
"('tINIT_model_H_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,healthy,infected,293T,A549,0.6060270330157324
"('tINIT_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,healthy,infected,293T,Calu-3,0.6098345588235294
"('tINIT_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,healthy,infected,293T,Lung,0.42782152230971127
"('tINIT_model_H_293T_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,healthy,infected,293T,HBE,0.6034728829686014
"('Gimme_model_H_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,healthy,A549,293T,0.28005448972641617
"('Gimme_model_H_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,healthy,A549,A549,0.3106549815498155
"('Gimme_model_H_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,healthy,A549,Calu-3,0.3012475678150395
